elapsed_ms,label,r,g,b
33147,rate_30,255,0,0
33183,rate_30,0,0,255
33220,rate_30,255,0,0
33258,rate_30,0,0,255
33296,rate_30,255,0,0
33332,rate_30,0,0,255
33369,rate_30,255,0,0
33407,rate_30,0,0,255
33444,rate_30,255,0,0
33481,rate_30,0,0,255
33517,rate_30,255,0,0
33555,rate_30,0,0,255
33592,rate_30,255,0,0
33629,rate_30,0,0,255
33666,rate_30,255,0,0
33704,rate_30,0,0,255
33740,rate_30,255,0,0
33778,rate_30,0,0,255
33815,rate_30,255,0,0
33853,rate_30,0,0,255
33890,rate_30,255,0,0
33927,rate_30,0,0,255
33965,rate_40_marker,0,0,0
34672,rate_40,255,0,0
34704,rate_40,0,0,255
34734,rate_40,255,0,0
34764,rate_40,0,0,255
34793,rate_40,255,0,0
34822,rate_40,0,0,255
34852,rate_40,255,0,0
34882,rate_40,0,0,255
34910,rate_40,255,0,0
34940,rate_40,0,0,255
34969,rate_40,255,0,0
34998,rate_40,0,0,255
35027,rate_40,255,0,0
35057,rate_40,0,0,255
35086,rate_40,255,0,0
35116,rate_40,0,0,255
35145,rate_40,255,0,0
35174,rate_40,0,0,255
35203,rate_40,255,0,0
35231,rate_40,0,0,255
35260,rate_40,255,0,0
35289,rate_40,0,0,255
35318,rate_40,255,0,0
35347,rate_40,0,0,255
35377,rate_40,255,0,0
35405,rate_40,0,0,255
35433,rate_40,255,0,0
35463,rate_40,0,0,255
35491,rate_40,255,0,0
35520,rate_40,0,0,255
35564,rate_40,255,0,0
35593,rate_40,0,0,255
35623,rate_40,255,0,0
35653,rate_40,0,0,255
35682,rate_40,255,0,0
35711,rate_40,0,0,255
35740,rate_40,255,0,0
35769,rate_40,0,0,255
35799,rate_40,255,0,0
35828,rate_40,0,0,255
35860,rate_40,255,0,0
35892,rate_40,0,0,255
35923,rate_40,255,0,0
35952,rate_40,0,0,255
35984,rate_40,255,0,0
36014,rate_40,0,0,255
36043,rate_40,255,0,0
36071,rate_40,0,0,255
36100,rate_40,255,0,0
36129,rate_40,0,0,255
36159,rate_40,255,0,0
36188,rate_40,0,0,255
36218,rate_40,255,0,0
36246,rate_40,0,0,255
36275,rate_40,255,0,0
36304,rate_40,0,0,255
36334,rate_40,255,0,0
36364,rate_40,0,0,255
36394,rate_40,255,0,0
36423,rate_40,0,0,255
36451,rate_40,255,0,0
36483,rate_40,0,0,255
36513,rate_40,255,0,0
36544,rate_40,0,0,255
36574,rate_40,255,0,0
36603,rate_40,0,0,255
36631,rate_40,255,0,0
36660,rate_40,0,0,255
36690,rate_40,255,0,0
36719,rate_40,0,0,255
36747,rate_40,255,0,0
36775,rate_40,0,0,255
36804,rate_40,255,0,0
36833,rate_40,0,0,255
36864,rate_40,255,0,0
36894,rate_40,0,0,255
36925,rate_40,255,0,0
36954,rate_40,0,0,255
36983,rate_40,255,0,0
37014,rate_40,0,0,255
37046,rate_40,255,0,0
37076,rate_40,0,0,255
37107,rate_40,255,0,0
37138,rate_40,0,0,255
37167,rate_40,255,0,0
37198,rate_40,0,0,255
37228,rate_40,255,0,0
37259,rate_40,0,0,255
37288,rate_40,255,0,0
37318,rate_40,0,0,255
37347,rate_40,255,0,0
37377,rate_40,0,0,255
37406,rate_40,255,0,0
37434,rate_40,0,0,255
37465,rate_40,255,0,0
37495,rate_40,0,0,255
37525,rate_40,255,0,0
37567,rate_40,0,0,255
37596,rate_40,255,0,0
37628,rate_40,0,0,255
37657,rate_40,255,0,0
37687,rate_40,0,0,255
37717,rate_40,255,0,0
37747,rate_40,0,0,255
37777,rate_40,255,0,0
37806,rate_40,0,0,255
37835,rate_40,255,0,0
37863,rate_40,0,0,255
37893,rate_40,255,0,0
37922,rate_40,0,0,255
37952,rate_40,255,0,0
37981,rate_40,0,0,255
38009,rate_40,255,0,0
38038,rate_40,0,0,255
38068,rate_40,255,0,0
38096,rate_40,0,0,255
38127,rate_40,255,0,0
38156,rate_40,0,0,255
38186,rate_40,255,0,0
38215,rate_40,0,0,255
38243,rate_40,255,0,0
38271,rate_40,0,0,255
38300,rate_40,255,0,0
38330,rate_40,0,0,255
38358,rate_40,255,0,0
38388,rate_40,0,0,255
38417,rate_40,255,0,0
38445,rate_40,0,0,255
38474,rate_40,255,0,0
38503,rate_40,0,0,255
38532,rate_40,255,0,0
38562,rate_40,0,0,255
38591,rate_40,255,0,0
38620,rate_40,0,0,255
38650,rate_40,255,0,0
38679,rate_40,0,0,255
38708,rate_40,255,0,0
38736,rate_40,0,0,255
38766,rate_40,255,0,0
38794,rate_40,0,0,255
38823,rate_40,255,0,0
38853,rate_40,0,0,255
38881,rate_40,255,0,0
38911,rate_40,0,0,255
38944,rate_40,255,0,0
38975,rate_40,0,0,255
39007,rate_40,255,0,0
39036,rate_40,0,0,255
39066,rate_40,255,0,0
39094,rate_40,0,0,255
39124,rate_40,255,0,0
39153,rate_40,0,0,255
39181,rate_40,255,0,0
39209,rate_40,0,0,255
39238,rate_40,255,0,0
39268,rate_40,0,0,255
39298,rate_40,255,0,0
39327,rate_40,0,0,255
39356,rate_40,255,0,0
39385,rate_40,0,0,255
39415,rate_50_marker,0,0,0
40122,rate_50,255,0,0
40147,rate_50,0,0,255
40171,rate_50,255,0,0
40195,rate_50,0,0,255
40219,rate_50,255,0,0
40242,rate_50,0,0,255
40265,rate_50,255,0,0
40288,rate_50,0,0,255
40313,rate_50,255,0,0
40337,rate_50,0,0,255
40360,rate_50,255,0,0
40384,rate_50,0,0,255
40409,rate_50,255,0,0
40433,rate_50,0,0,255
40458,rate_50,255,0,0
40483,rate_50,0,0,255
40507,rate_50,255,0,0
40530,rate_50,0,0,255
40554,rate_50,255,0,0
40578,rate_50,0,0,255
40602,rate_50,255,0,0
40627,rate_50,0,0,255
40650,rate_50,255,0,0
40674,rate_50,0,0,255
40698,rate_50,255,0,0
40721,rate_50,0,0,255
40744,rate_50,255,0,0
40767,rate_50,0,0,255
40792,rate_50,255,0,0
40816,rate_50,0,0,255
40839,rate_50,255,0,0
40863,rate_50,0,0,255
40892,rate_50,255,0,0
40917,rate_50,0,0,255
40941,rate_50,255,0,0
40964,rate_50,0,0,255
40988,rate_50,255,0,0
41012,rate_50,0,0,255
41036,rate_50,255,0,0
41061,rate_50,0,0,255
41085,rate_50,255,0,0
41111,rate_50,0,0,255
41136,rate_50,255,0,0
41160,rate_50,0,0,255
41183,rate_50,255,0,0
41206,rate_50,0,0,255
41231,rate_50,255,0,0
41255,rate_50,0,0,255
41278,rate_50,255,0,0
41302,rate_50,0,0,255
41326,rate_50,255,0,0
41357,rate_50,0,0,255
41385,rate_50,255,0,0
41408,rate_50,0,0,255
41433,rate_50,255,0,0
41459,rate_50,0,0,255
41482,rate_50,255,0,0
41506,rate_50,0,0,255
41531,rate_50,255,0,0
41555,rate_50,0,0,255
41577,rate_50,255,0,0
41601,rate_50,0,0,255
41624,rate_50,255,0,0
41649,rate_50,0,0,255
41672,rate_50,255,0,0
41697,rate_50,0,0,255
41720,rate_50,255,0,0
41744,rate_50,0,0,255
41768,rate_50,255,0,0
41793,rate_50,0,0,255
41816,rate_50,255,0,0
41840,rate_50,0,0,255
41864,rate_50,255,0,0
41887,rate_50,0,0,255
41911,rate_50,255,0,0
41935,rate_50,0,0,255
41960,rate_50,255,0,0
41984,rate_50,0,0,255
42013,rate_50,255,0,0
42041,rate_50,0,0,255
42066,rate_50,255,0,0
42093,rate_50,0,0,255
42120,rate_50,255,0,0
42144,rate_50,0,0,255
42171,rate_50,255,0,0
42195,rate_50,0,0,255
42221,rate_50,255,0,0
42246,rate_50,0,0,255
42270,rate_50,255,0,0
42294,rate_50,0,0,255
42318,rate_50,255,0,0
42341,rate_50,0,0,255
42366,rate_50,255,0,0
42390,rate_50,0,0,255
42415,rate_50,255,0,0
42443,rate_50,0,0,255
42469,rate_50,255,0,0
42495,rate_50,0,0,255
42520,rate_50,255,0,0
42545,rate_50,0,0,255
42568,rate_50,255,0,0
42594,rate_50,0,0,255
42618,rate_50,255,0,0
42643,rate_50,0,0,255
42667,rate_50,255,0,0
42694,rate_50,0,0,255
42719,rate_50,255,0,0
42743,rate_50,0,0,255
42768,rate_50,255,0,0
42793,rate_50,0,0,255
42818,rate_50,255,0,0
42843,rate_50,0,0,255
42869,rate_50,255,0,0
42894,rate_50,0,0,255
42918,rate_50,255,0,0
42942,rate_50,0,0,255
42966,rate_50,255,0,0
42989,rate_50,0,0,255
43014,rate_50,255,0,0
43037,rate_50,0,0,255
43062,rate_50,255,0,0
43087,rate_50,0,0,255
43111,rate_50,255,0,0
43135,rate_50,0,0,255
43159,rate_50,255,0,0
43184,rate_50,0,0,255
43207,rate_50,255,0,0
43230,rate_50,0,0,255
43255,rate_50,255,0,0
43279,rate_50,0,0,255
43302,rate_50,255,0,0
43326,rate_50,0,0,255
43349,rate_50,255,0,0
43374,rate_50,0,0,255
43399,rate_50,255,0,0
43422,rate_50,0,0,255
43447,rate_50,255,0,0
43472,rate_50,0,0,255
43496,rate_50,255,0,0
43520,rate_50,0,0,255
43543,rate_50,255,0,0
43567,rate_50,0,0,255
43592,rate_50,255,0,0
43617,rate_50,0,0,255
43640,rate_50,255,0,0
43664,rate_50,0,0,255
43688,rate_50,255,0,0
43712,rate_50,0,0,255
43736,rate_50,255,0,0
43760,rate_50,0,0,255
43784,rate_50,255,0,0
43807,rate_50,0,0,255
43831,rate_50,255,0,0
43857,rate_50,0,0,255
43882,rate_50,255,0,0
43906,rate_50,0,0,255
43930,rate_50,255,0,0
43954,rate_50,0,0,255
43978,rate_50,255,0,0
44002,rate_50,0,0,255
44027,rate_50,255,0,0
44050,rate_50,0,0,255
44074,rate_50,255,0,0
44098,rate_50,0,0,255
44123,rate_50,255,0,0
44146,rate_50,0,0,255
44170,rate_50,255,0,0
44195,rate_50,0,0,255
44218,rate_50,255,0,0
44242,rate_50,0,0,255
44266,rate_50,255,0,0
44289,rate_50,0,0,255
44312,rate_50,255,0,0
44335,rate_50,0,0,255
44360,rate_50,255,0,0
44383,rate_50,0,0,255
44407,rate_50,255,0,0
44431,rate_50,0,0,255
44457,rate_50,255,0,0
44480,rate_50,0,0,255
44504,rate_50,255,0,0
44527,rate_50,0,0,255
44551,rate_50,255,0,0
44585,rate_50,0,0,255
44610,rate_50,255,0,0
44635,rate_50,0,0,255
44659,rate_50,255,0,0
44683,rate_50,0,0,255
44707,rate_50,255,0,0
44732,rate_50,0,0,255
44757,rate_50,255,0,0
44780,rate_50,0,0,255
44804,rate_50,255,0,0
44827,rate_50,0,0,255
44852,rate_50,255,0,0
44876,rate_50,0,0,255
44900,rate_50,255,0,0
44924,rate_50,0,0,255
44948,rate_50,255,0,0
44976,rate_50,0,0,255
45002,rate_65_marker,0,0,0
45710,rate_65,255,0,0
45730,rate_65,0,0,255
45749,rate_65,255,0,0
45768,rate_65,0,0,255
45787,rate_65,255,0,0
45805,rate_65,0,0,255
45824,rate_65,255,0,0
45844,rate_65,0,0,255
45864,rate_65,255,0,0
45882,rate_65,0,0,255
45901,rate_65,255,0,0
45920,rate_65,0,0,255
45939,rate_65,255,0,0
45959,rate_65,0,0,255
45981,rate_65,255,0,0
46000,rate_65,0,0,255
46018,rate_65,255,0,0
46038,rate_65,0,0,255
46058,rate_65,255,0,0
46079,rate_65,0,0,255
46098,rate_65,255,0,0
46116,rate_65,0,0,255
46135,rate_65,255,0,0
46154,rate_65,0,0,255
46172,rate_65,255,0,0
46191,rate_65,0,0,255
46210,rate_65,255,0,0
46229,rate_65,0,0,255
46247,rate_65,255,0,0
46265,rate_65,0,0,255
46284,rate_65,255,0,0
46304,rate_65,0,0,255
46322,rate_65,255,0,0
46341,rate_65,0,0,255
46359,rate_65,255,0,0
46379,rate_65,0,0,255
46397,rate_65,255,0,0
46415,rate_65,0,0,255
46436,rate_65,255,0,0
46455,rate_65,0,0,255
46475,rate_65,255,0,0
46495,rate_65,0,0,255
46515,rate_65,255,0,0
46533,rate_65,0,0,255
46551,rate_65,255,0,0
46579,rate_65,0,0,255
46600,rate_65,255,0,0
46621,rate_65,0,0,255
46641,rate_65,255,0,0
46661,rate_65,0,0,255
46681,rate_65,255,0,0
46702,rate_65,0,0,255
46721,rate_65,255,0,0
46741,rate_65,0,0,255
46761,rate_65,255,0,0
46780,rate_65,0,0,255
46799,rate_65,255,0,0
46816,rate_65,0,0,255
46841,rate_65,255,0,0
46860,rate_65,0,0,255
46881,rate_65,255,0,0
46900,rate_65,0,0,255
46918,rate_65,255,0,0
46940,rate_65,0,0,255
46961,rate_65,255,0,0
46980,rate_65,0,0,255
47000,rate_65,255,0,0
47018,rate_65,0,0,255
47038,rate_65,255,0,0
47059,rate_65,0,0,255
47079,rate_65,255,0,0
47099,rate_65,0,0,255
47118,rate_65,255,0,0
47138,rate_65,0,0,255
47157,rate_65,255,0,0
47175,rate_65,0,0,255
47195,rate_65,255,0,0
47213,rate_65,0,0,255
47232,rate_65,255,0,0
47250,rate_65,0,0,255
47268,rate_65,255,0,0
47287,rate_65,0,0,255
47307,rate_65,255,0,0
47326,rate_65,0,0,255
47344,rate_65,255,0,0
47363,rate_65,0,0,255
47383,rate_65,255,0,0
47401,rate_65,0,0,255
47420,rate_65,255,0,0
47440,rate_65,0,0,255
47460,rate_65,255,0,0
47480,rate_65,0,0,255
47500,rate_65,255,0,0
47520,rate_65,0,0,255
47539,rate_65,255,0,0
47559,rate_65,0,0,255
47583,rate_65,255,0,0
47603,rate_65,0,0,255
47621,rate_65,255,0,0
47641,rate_65,0,0,255
47662,rate_65,255,0,0
47682,rate_65,0,0,255
47701,rate_65,255,0,0
47721,rate_65,0,0,255
47740,rate_65,255,0,0
47759,rate_65,0,0,255
47780,rate_65,255,0,0
47801,rate_65,0,0,255
47819,rate_65,255,0,0
47838,rate_65,0,0,255
47856,rate_65,255,0,0
47875,rate_65,0,0,255
47894,rate_65,255,0,0
47913,rate_65,0,0,255
47931,rate_65,255,0,0
47950,rate_65,0,0,255
47970,rate_65,255,0,0
47990,rate_65,0,0,255
48008,rate_65,255,0,0
48026,rate_65,0,0,255
48046,rate_65,255,0,0
48064,rate_65,0,0,255
48082,rate_65,255,0,0
48102,rate_65,0,0,255
48122,rate_65,255,0,0
48141,rate_65,0,0,255
48162,rate_65,255,0,0
48181,rate_65,0,0,255
48201,rate_65,255,0,0
48219,rate_65,0,0,255
48237,rate_65,255,0,0
48255,rate_65,0,0,255
48275,rate_65,255,0,0
48293,rate_65,0,0,255
48312,rate_65,255,0,0
48331,rate_65,0,0,255
48350,rate_65,255,0,0
48369,rate_65,0,0,255
48387,rate_65,255,0,0
48406,rate_65,0,0,255
48424,rate_65,255,0,0
48444,rate_65,0,0,255
48464,rate_65,255,0,0
48483,rate_65,0,0,255
48502,rate_65,255,0,0
48521,rate_65,0,0,255
48539,rate_65,255,0,0
48558,rate_65,0,0,255
48589,rate_65,255,0,0
48608,rate_65,0,0,255
48628,rate_65,255,0,0
48647,rate_65,0,0,255
48667,rate_65,255,0,0
48686,rate_65,0,0,255
48705,rate_65,255,0,0
48727,rate_65,0,0,255
48745,rate_65,255,0,0
48764,rate_65,0,0,255
48784,rate_65,255,0,0
48803,rate_65,0,0,255
48822,rate_65,255,0,0
48840,rate_65,0,0,255
48859,rate_65,255,0,0
48878,rate_65,0,0,255
48898,rate_65,255,0,0
48916,rate_65,0,0,255
48934,rate_65,255,0,0
48953,rate_65,0,0,255
48973,rate_65,255,0,0
48991,rate_65,0,0,255
49009,rate_65,255,0,0
49029,rate_65,0,0,255
49048,rate_65,255,0,0
49067,rate_65,0,0,255
49087,rate_65,255,0,0
49106,rate_65,0,0,255
49125,rate_65,255,0,0
49143,rate_65,0,0,255
49163,rate_65,255,0,0
49183,rate_65,0,0,255
49202,rate_65,255,0,0
49223,rate_65,0,0,255
49242,rate_65,255,0,0
49260,rate_65,0,0,255
49279,rate_65,255,0,0
49298,rate_65,0,0,255
49316,rate_65,255,0,0
49336,rate_65,0,0,255
49356,rate_65,255,0,0
49374,rate_65,0,0,255
49391,rate_65,255,0,0
49411,rate_65,0,0,255
49429,rate_65,255,0,0
49447,rate_65,0,0,255
49466,rate_65,255,0,0
49485,rate_65,0,0,255
49504,rate_65,255,0,0
49523,rate_65,0,0,255
49541,rate_65,255,0,0
49560,rate_65,0,0,255
49579,rate_65,255,0,0
49598,rate_65,0,0,255
49616,rate_65,255,0,0
49635,rate_65,0,0,255
49653,rate_65,255,0,0
49672,rate_65,0,0,255
49690,rate_65,255,0,0
49710,rate_65,0,0,255
49730,rate_65,255,0,0
49748,rate_65,0,0,255
49767,rate_65,255,0,0
49785,rate_65,0,0,255
49805,rate_65,255,0,0
49824,rate_65,0,0,255
49844,rate_65,255,0,0
49863,rate_65,0,0,255
49884,rate_65,255,0,0
49903,rate_65,0,0,255
49923,rate_65,255,0,0
49942,rate_65,0,0,255
49961,rate_65,255,0,0
49981,rate_65,0,0,255
50001,rate_65,255,0,0
50020,rate_65,0,0,255
50040,rate_65,255,0,0
50058,rate_65,0,0,255
50078,rate_65,255,0,0
50096,rate_65,0,0,255
50115,rate_65,255,0,0
50133,rate_65,0,0,255
50151,rate_65,255,0,0
50171,rate_65,0,0,255
50189,rate_65,255,0,0
50207,rate_65,0,0,255
50226,rate_65,255,0,0
50245,rate_65,0,0,255
50263,rate_65,255,0,0
50283,rate_65,0,0,255
50302,rate_65,255,0,0
50320,rate_65,0,0,255
50338,rate_65,255,0,0
50358,rate_65,0,0,255
50376,rate_65,255,0,0
50395,rate_65,0,0,255
50413,rate_65,255,0,0
50432,rate_65,0,0,255
50452,rate_65,255,0,0
50472,rate_65,0,0,255
50491,rate_65,255,0,0
50511,rate_65,0,0,255
50529,rate_65,255,0,0
50548,rate_65,0,0,255
50567,rate_65,255,0,0
50586,rate_65,0,0,255
50604,rate_65,255,0,0
50623,rate_65,0,0,255
50642,rate_65,255,0,0
50662,rate_65,0,0,255
50682,rate_65,255,0,0
50700,rate_65,0,0,255
50719,rate_80_marker,0,0,0
51426,rate_80,255,0,0
51443,rate_80,0,0,255
51459,rate_80,255,0,0
51475,rate_80,0,0,255
51491,rate_80,255,0,0
51508,rate_80,0,0,255
51524,rate_80,255,0,0
51539,rate_80,0,0,255
51555,rate_80,255,0,0
51570,rate_80,0,0,255
51589,rate_80,255,0,0
51605,rate_80,0,0,255
51621,rate_80,255,0,0
51638,rate_80,0,0,255
51655,rate_80,255,0,0
51671,rate_80,0,0,255
51690,rate_80,255,0,0
51706,rate_80,0,0,255
51722,rate_80,255,0,0
51738,rate_80,0,0,255
51754,rate_80,255,0,0
51770,rate_80,0,0,255
51786,rate_80,255,0,0
51803,rate_80,0,0,255
51818,rate_80,255,0,0
51835,rate_80,0,0,255
51851,rate_80,255,0,0
51867,rate_80,0,0,255
