elapsed_ms,label,r,g,b
51882,rate_80,255,0,0
51898,rate_80,0,0,255
51914,rate_80,255,0,0
51930,rate_80,0,0,255
51947,rate_80,255,0,0
51963,rate_80,0,0,255
51979,rate_80,255,0,0
51994,rate_80,0,0,255
52010,rate_80,255,0,0
52026,rate_80,0,0,255
52042,rate_80,255,0,0
52060,rate_80,0,0,255
52077,rate_80,255,0,0
52092,rate_80,0,0,255
52108,rate_80,255,0,0
52124,rate_80,0,0,255
52138,rate_80,255,0,0
52154,rate_80,0,0,255
52170,rate_80,255,0,0
52185,rate_80,0,0,255
52201,rate_80,255,0,0
52216,rate_80,0,0,255
52232,rate_80,255,0,0
52248,rate_80,0,0,255
52263,rate_80,255,0,0
52280,rate_80,0,0,255
52296,rate_80,255,0,0
52312,rate_80,0,0,255
52330,rate_80,255,0,0
52346,rate_80,0,0,255
52362,rate_80,255,0,0
52378,rate_80,0,0,255
52394,rate_80,255,0,0
52408,rate_80,0,0,255
52424,rate_80,255,0,0
52440,rate_80,0,0,255
52458,rate_80,255,0,0
52475,rate_80,0,0,255
52493,rate_80,255,0,0
52510,rate_80,0,0,255
52526,rate_80,255,0,0
52542,rate_80,0,0,255
52558,rate_80,255,0,0
52575,rate_80,0,0,255
52595,rate_80,255,0,0
52611,rate_80,0,0,255
52628,rate_80,255,0,0
52645,rate_80,0,0,255
52661,rate_80,255,0,0
52677,rate_80,0,0,255
52692,rate_80,255,0,0
52708,rate_80,0,0,255
52724,rate_80,255,0,0
52740,rate_80,0,0,255
52755,rate_80,255,0,0
52771,rate_80,0,0,255
52789,rate_80,255,0,0
52804,rate_80,0,0,255
52821,rate_80,255,0,0
52838,rate_80,0,0,255
52853,rate_80,255,0,0
52869,rate_80,0,0,255
52884,rate_80,255,0,0
52900,rate_80,0,0,255
52916,rate_80,255,0,0
52932,rate_80,0,0,255
52950,rate_80,255,0,0
52967,rate_80,0,0,255
52984,rate_80,255,0,0
53001,rate_80,0,0,255
53016,rate_80,255,0,0
53033,rate_80,0,0,255
53049,rate_80,255,0,0
53065,rate_80,0,0,255
53080,rate_80,255,0,0
53096,rate_80,0,0,255
53112,rate_80,255,0,0
53127,rate_80,0,0,255
53143,rate_80,255,0,0
53159,rate_80,0,0,255
53175,rate_80,255,0,0
53190,rate_80,0,0,255
53206,rate_80,255,0,0
53222,rate_80,0,0,255
53238,rate_80,255,0,0
53254,rate_80,0,0,255
53269,rate_80,255,0,0
53285,rate_80,0,0,255
53301,rate_80,255,0,0
53317,rate_80,0,0,255
53332,rate_80,255,0,0
53348,rate_80,0,0,255
53365,rate_80,255,0,0
53380,rate_80,0,0,255
53395,rate_80,255,0,0
53412,rate_80,0,0,255
53430,rate_80,255,0,0
53446,rate_80,0,0,255
53461,rate_80,255,0,0
53477,rate_80,0,0,255
53491,rate_80,255,0,0
53505,rate_80,0,0,255
53518,rate_80,255,0,0
53531,rate_80,0,0,255
53543,rate_80,255,0,0
53556,rate_80,0,0,255
53568,rate_80,255,0,0
53595,rate_80,0,0,255
53608,rate_80,255,0,0
53620,rate_80,0,0,255
53634,rate_80,255,0,0
53647,rate_80,0,0,255
53660,rate_80,255,0,0
53674,rate_80,0,0,255
53688,rate_80,255,0,0
53701,rate_80,0,0,255
53715,rate_80,255,0,0
53727,rate_80,0,0,255
53741,rate_80,255,0,0
53753,rate_80,0,0,255
53767,rate_80,255,0,0
53780,rate_80,0,0,255
53793,rate_80,255,0,0
53806,rate_80,0,0,255
53820,rate_80,255,0,0
53834,rate_80,0,0,255
53846,rate_80,255,0,0
53859,rate_80,0,0,255
53872,rate_80,255,0,0
53886,rate_80,0,0,255
53899,rate_80,255,0,0
53912,rate_80,0,0,255
53925,rate_80,255,0,0
53938,rate_80,0,0,255
53951,rate_80,255,0,0
53964,rate_80,0,0,255
53977,rate_80,255,0,0
53991,rate_80,0,0,255
54003,rate_80,255,0,0
54016,rate_80,0,0,255
54029,rate_80,255,0,0
54043,rate_80,0,0,255
54056,rate_80,255,0,0
54070,rate_80,0,0,255
54082,rate_80,255,0,0
54096,rate_80,0,0,255
54109,rate_80,255,0,0
54121,rate_80,0,0,255
54134,rate_80,255,0,0
54148,rate_80,0,0,255
54160,rate_80,255,0,0
54174,rate_80,0,0,255
54186,rate_80,255,0,0
54200,rate_80,0,0,255
54212,rate_80,255,0,0
54226,rate_80,0,0,255
54240,rate_80,255,0,0
54252,rate_80,0,0,255
54265,rate_80,255,0,0
54278,rate_80,0,0,255
54292,rate_80,255,0,0
54306,rate_80,0,0,255
54319,rate_80,255,0,0
54331,rate_80,0,0,255
54345,rate_80,255,0,0
54357,rate_80,0,0,255
54371,rate_80,255,0,0
54384,rate_80,0,0,255
54397,rate_80,255,0,0
54410,rate_80,0,0,255
54424,rate_80,255,0,0
54437,rate_80,0,0,255
54451,rate_80,255,0,0
54463,rate_80,0,0,255
54476,rate_80,255,0,0
54488,rate_80,0,0,255
54501,rate_80,255,0,0
54514,rate_80,0,0,255
54527,rate_80,255,0,0
54540,rate_80,0,0,255
54554,rate_80,255,0,0
54568,rate_80,0,0,255
54591,rate_80,255,0,0
54603,rate_80,0,0,255
54617,rate_80,255,0,0
54630,rate_80,0,0,255
54643,rate_80,255,0,0
54658,rate_80,0,0,255
54670,rate_80,255,0,0
54684,rate_80,0,0,255
54696,rate_80,255,0,0
54709,rate_80,0,0,255
54722,rate_80,255,0,0
54735,rate_80,0,0,255
54749,rate_80,255,0,0
54763,rate_80,0,0,255
54776,rate_80,255,0,0
54789,rate_80,0,0,255
54802,rate_80,255,0,0
54815,rate_80,0,0,255
54828,rate_80,255,0,0
54841,rate_80,0,0,255
54854,rate_80,255,0,0
54866,rate_80,0,0,255
54880,rate_80,255,0,0
54893,rate_80,0,0,255
54906,rate_80,255,0,0
54918,rate_80,0,0,255
54931,rate_80,255,0,0
54944,rate_80,0,0,255
54958,rate_80,255,0,0
54970,rate_80,0,0,255
54984,rate_80,255,0,0
54997,rate_80,0,0,255
55011,rate_80,255,0,0
55024,rate_80,0,0,255
55036,rate_80,255,0,0
55049,rate_80,0,0,255
55063,rate_80,255,0,0
55075,rate_80,0,0,255
55088,rate_80,255,0,0
55101,rate_80,0,0,255
55115,rate_80,255,0,0
55127,rate_80,0,0,255
55141,rate_80,255,0,0
55153,rate_80,0,0,255
55167,rate_80,255,0,0
55179,rate_80,0,0,255
55192,rate_80,255,0,0
55205,rate_80,0,0,255
55218,rate_80,255,0,0
55230,rate_80,0,0,255
55244,rate_80,255,0,0
55257,rate_80,0,0,255
55271,rate_80,255,0,0
55283,rate_80,0,0,255
55297,rate_80,255,0,0
55310,rate_80,0,0,255
55324,rate_80,255,0,0
55336,rate_80,0,0,255
55349,rate_80,255,0,0
55362,rate_80,0,0,255
55375,rate_80,255,0,0
55388,rate_80,0,0,255
55401,rate_80,255,0,0
55415,rate_80,0,0,255
55428,rate_80,255,0,0
55442,rate_80,0,0,255
55454,rate_80,255,0,0
55468,rate_80,0,0,255
55481,rate_80,255,0,0
55494,rate_80,0,0,255
55507,rate_80,255,0,0
55521,rate_80,0,0,255
55533,rate_80,255,0,0
55547,rate_80,0,0,255
55559,rate_80,255,0,0
55573,rate_80,0,0,255
55585,rate_80,255,0,0
55599,rate_80,0,0,255
55611,rate_80,255,0,0
55625,rate_80,0,0,255
55637,rate_80,255,0,0
55650,rate_80,0,0,255
55664,rate_80,255,0,0
55678,rate_80,0,0,255
55690,rate_80,255,0,0
55704,rate_80,0,0,255
55716,rate_80,255,0,0
55730,rate_80,0,0,255
55742,rate_80,255,0,0
55756,rate_80,0,0,255
55769,rate_80,255,0,0
55782,rate_80,0,0,255
55794,rate_80,255,0,0
55807,rate_80,0,0,255
55819,rate_80,255,0,0
55832,rate_80,0,0,255
55845,rate_80,255,0,0
55858,rate_80,0,0,255
55872,rate_80,255,0,0
55885,rate_80,0,0,255
55899,rate_80,255,0,0
55912,rate_80,0,0,255
55925,rate_80,255,0,0
55938,rate_80,0,0,255
55952,rate_80,255,0,0
55965,rate_80,0,0,255
55978,rate_80,255,0,0
55990,rate_80,0,0,255
56003,rate_80,255,0,0
56016,rate_80,0,0,255
56030,rate_100_marker,0,0,0
56732,rate_100,255,0,0
56744,rate_100,0,0,255
56754,rate_100,255,0,0
56766,rate_100,0,0,255
56777,rate_100,255,0,0
56787,rate_100,0,0,255
56798,rate_100,255,0,0
56808,rate_100,0,0,255
56820,rate_100,255,0,0
56831,rate_100,0,0,255
56842,rate_100,255,0,0
56853,rate_100,0,0,255
56864,rate_100,255,0,0
56875,rate_100,0,0,255
56885,rate_100,255,0,0
56897,rate_100,0,0,255
56907,rate_100,255,0,0
56919,rate_100,0,0,255
56930,rate_100,255,0,0
56940,rate_100,0,0,255
56952,rate_100,255,0,0
56962,rate_100,0,0,255
56974,rate_100,255,0,0
56984,rate_100,0,0,255
56996,rate_100,255,0,0
57006,rate_100,0,0,255
57017,rate_100,255,0,0
57029,rate_100,0,0,255
57039,rate_100,255,0,0
57051,rate_100,0,0,255
57061,rate_100,255,0,0
57073,rate_100,0,0,255
57084,rate_100,255,0,0
57096,rate_100,0,0,255
57106,rate_100,255,0,0
57116,rate_100,0,0,255
57128,rate_100,255,0,0
57138,rate_100,0,0,255
57150,rate_100,255,0,0
57160,rate_100,0,0,255
57172,rate_100,255,0,0
57184,rate_100,0,0,255
57194,rate_100,255,0,0
57206,rate_100,0,0,255
57216,rate_100,255,0,0
57228,rate_100,0,0,255
57239,rate_100,255,0,0
57250,rate_100,0,0,255
57261,rate_100,255,0,0
57272,rate_100,0,0,255
57284,rate_100,255,0,0
57295,rate_100,0,0,255
57306,rate_100,255,0,0
57316,rate_100,0,0,255
57328,rate_100,255,0,0
57340,rate_100,0,0,255
57351,rate_100,255,0,0
57362,rate_100,0,0,255
57373,rate_100,255,0,0
57387,rate_100,0,0,255
57400,rate_100,255,0,0
57415,rate_100,0,0,255
57428,rate_100,255,0,0
57442,rate_100,0,0,255
57459,rate_100,255,0,0
57473,rate_100,0,0,255
57486,rate_100,255,0,0
57500,rate_100,0,0,255
57514,rate_100,255,0,0
57528,rate_100,0,0,255
57542,rate_100,255,0,0
57558,rate_100,0,0,255
57572,rate_100,255,0,0
57601,rate_100,0,0,255
57616,rate_100,255,0,0
57629,rate_100,0,0,255
57643,rate_100,255,0,0
57659,rate_100,0,0,255
57673,rate_100,255,0,0
57687,rate_100,0,0,255
57702,rate_100,255,0,0
57715,rate_100,0,0,255
57729,rate_100,255,0,0
57743,rate_100,0,0,255
57756,rate_100,255,0,0
57771,rate_100,0,0,255
57784,rate_100,255,0,0
57798,rate_100,0,0,255
57811,rate_100,255,0,0
57825,rate_100,0,0,255
57840,rate_100,255,0,0
57856,rate_100,0,0,255
57871,rate_100,255,0,0
57886,rate_100,0,0,255
57900,rate_100,255,0,0
57913,rate_100,0,0,255
57927,rate_100,255,0,0
57943,rate_100,0,0,255
57957,rate_100,255,0,0
57971,rate_100,0,0,255
57984,rate_100,255,0,0
57997,rate_100,0,0,255
58011,rate_100,255,0,0
58024,rate_100,0,0,255
58038,rate_100,255,0,0
58051,rate_100,0,0,255
58064,rate_100,255,0,0
58079,rate_100,0,0,255
58092,rate_100,255,0,0
58106,rate_100,0,0,255
58119,rate_100,255,0,0
58133,rate_100,0,0,255
58146,rate_100,255,0,0
58160,rate_100,0,0,255
58173,rate_100,255,0,0
58186,rate_100,0,0,255
58199,rate_100,255,0,0
58212,rate_100,0,0,255
58226,rate_100,255,0,0
58239,rate_100,0,0,255
58252,rate_100,255,0,0
58267,rate_100,0,0,255
58281,rate_100,255,0,0
58296,rate_100,0,0,255
58310,rate_100,255,0,0
58327,rate_100,0,0,255
58340,rate_100,255,0,0
58356,rate_100,0,0,255
58372,rate_100,255,0,0
58389,rate_100,0,0,255
58403,rate_100,255,0,0
58418,rate_100,0,0,255
58432,rate_100,255,0,0
58446,rate_100,0,0,255
58461,rate_100,255,0,0
58474,rate_100,0,0,255
58488,rate_100,255,0,0
58502,rate_100,0,0,255
58515,rate_100,255,0,0
58529,rate_100,0,0,255
58543,rate_100,255,0,0
58558,rate_100,0,0,255
58572,rate_100,255,0,0
58589,rate_100,0,0,255
58601,rate_100,255,0,0
58614,rate_100,0,0,255
58627,rate_100,255,0,0
58640,rate_100,0,0,255
58654,rate_100,255,0,0
58668,rate_100,0,0,255
58681,rate_100,255,0,0
58697,rate_100,0,0,255
58711,rate_100,255,0,0
58724,rate_100,0,0,255
58738,rate_100,255,0,0
58752,rate_100,0,0,255
58765,rate_100,255,0,0
58779,rate_100,0,0,255
58794,rate_100,255,0,0
58807,rate_100,0,0,255
58822,rate_100,255,0,0
58835,rate_100,0,0,255
58849,rate_100,255,0,0
58863,rate_100,0,0,255
58876,rate_100,255,0,0
58890,rate_100,0,0,255
58903,rate_100,255,0,0
58918,rate_100,0,0,255
58932,rate_100,255,0,0
58947,rate_100,0,0,255
58962,rate_100,255,0,0
58976,rate_100,0,0,255
58989,rate_100,255,0,0
59003,rate_100,0,0,255
59019,rate_100,255,0,0
59033,rate_100,0,0,255
59047,rate_100,255,0,0
59060,rate_100,0,0,255
59074,rate_100,255,0,0
59087,rate_100,0,0,255
59100,rate_100,255,0,0
59115,rate_100,0,0,255
59128,rate_100,255,0,0
59142,rate_100,0,0,255
59155,rate_100,255,0,0
59168,rate_100,0,0,255
59182,rate_100,255,0,0
59196,rate_100,0,0,255
59210,rate_100,255,0,0
59225,rate_100,0,0,255
59239,rate_100,255,0,0
59252,rate_100,0,0,255
59267,rate_100,255,0,0
59280,rate_100,0,0,255
59294,rate_100,255,0,0
59307,rate_100,0,0,255
59321,rate_100,255,0,0
59335,rate_100,0,0,255
59351,rate_100,255,0,0
59368,rate_100,0,0,255
59382,rate_100,255,0,0
59397,rate_100,0,0,255
59412,rate_100,255,0,0
59425,rate_100,0,0,255
59441,rate_100,255,0,0
59456,rate_100,0,0,255
59471,rate_100,255,0,0
59487,rate_100,0,0,255
59500,rate_100,255,0,0
59515,rate_100,0,0,255
59528,rate_100,255,0,0
59542,rate_100,0,0,255
59556,rate_100,255,0,0
59570,rate_100,0,0,255
59586,rate_100,255,0,0
59605,rate_100,0,0,255
59620,rate_100,255,0,0
59634,rate_100,0,0,255
59650,rate_100,255,0,0
59660,rate_100,0,0,255
59671,rate_100,255,0,0
59682,rate_100,0,0,255
59693,rate_100,255,0,0
59704,rate_100,0,0,255
59715,rate_100,255,0,0
59726,rate_100,0,0,255
59737,rate_100,255,0,0
59749,rate_100,0,0,255
59762,rate_100,255,0,0
59772,rate_100,0,0,255
59783,rate_100,255,0,0
59795,rate_100,0,0,255
59806,rate_100,255,0,0
59816,rate_100,0,0,255
59828,rate_100,255,0,0
59838,rate_100,0,0,255
59849,rate_100,255,0,0
59861,rate_100,0,0,255
59871,rate_100,255,0,0
59883,rate_100,0,0,255
59893,rate_100,255,0,0
59904,rate_100,0,0,255
59916,rate_100,255,0,0
59927,rate_100,0,0,255
59937,rate_100,255,0,0
59947,rate_100,0,0,255
59958,rate_100,255,0,0
59968,rate_100,0,0,255
59980,rate_100,255,0,0
59990,rate_100,0,0,255
60001,rate_100,255,0,0
60012,rate_100,0,0,255
60024,rate_100,255,0,0
60036,rate_100,0,0,255
60046,rate_100,255,0,0
60058,rate_100,0,0,255
60068,rate_100,255,0,0
60080,rate_100,0,0,255
60091,rate_100,255,0,0
60102,rate_100,0,0,255
60112,rate_100,255,0,0
60123,rate_100,0,0,255
60134,rate_100,255,0,0
60145,rate_100,0,0,255
60157,rate_100,255,0,0
60167,rate_100,0,0,255
60179,rate_100,255,0,0
60191,rate_100,0,0,255
60202,rate_100,255,0,0
60212,rate_100,0,0,255
60223,rate_100,255,0,0
60234,rate_100,0,0,255
60246,rate_100,255,0,0
60257,rate_100,0,0,255
60268,rate_100,255,0,0
60279,rate_100,0,0,255
60291,rate_100,255,0,0
60302,rate_100,0,0,255
60312,rate_100,255,0,0
60323,rate_100,0,0,255
60334,rate_100,255,0,0
60344,rate_100,0,0,255
60356,rate_100,255,0,0
60367,rate_100,0,0,255
60378,rate_100,255,0,0
60388,rate_100,0,0,255
60399,rate_100,255,0,0
60411,rate_100,0,0,255
60422,rate_100,255,0,0
60432,rate_100,0,0,255
60444,rate_100,255,0,0
60456,rate_100,0,0,255
60467,rate_100,255,0,0
60477,rate_100,0,0,255
60488,rate_100,255,0,0
60500,rate_100,0,0,255
60511,rate_100,255,0,0
60522,rate_100,0,0,255
60533,rate_100,255,0,0
60543,rate_100,0,0,255
60554,rate_100,255,0,0
60566,rate_100,0,0,255
60577,rate_100,255,0,0
60593,rate_100,0,0,255
60604,rate_100,255,0,0
60616,rate_100,0,0,255
60627,rate_100,255,0,0
60637,rate_100,0,0,255
60649,rate_100,255,0,0
60659,rate_100,0,0,255
60671,rate_100,255,0,0
60681,rate_100,0,0,255
60693,rate_100,255,0,0
60703,rate_100,0,0,255
60715,rate_100,255,0,0
60725,rate_100,0,0,255
60735,rate_100,255,0,0
60746,rate_100,0,0,255
60758,rate_100,255,0,0
60770,rate_100,0,0,255
60782,rate_100,255,0,0
60794,rate_100,0,0,255
60804,rate_100,255,0,0
60816,rate_100,0,0,255
60828,rate_100,255,0,0
60838,rate_100,0,0,255
60850,rate_100,255,0,0
60861,rate_100,0,0,255
60873,rate_100,255,0,0
60884,rate_100,0,0,255
60896,rate_100,255,0,0
60906,rate_100,0,0,255
60918,rate_100,255,0,0
60928,rate_100,0,0,255
60940,rate_100,255,0,0
60951,rate_100,0,0,255
60962,rate_100,255,0,0
60973,rate_100,0,0,255
60983,rate_100,255,0,0
60995,rate_100,0,0,255
61005,rate_100,255,0,0
61017,rate_100,0,0,255
61027,rate_100,255,0,0
61039,rate_100,0,0,255
61051,rate_100,255,0,0
61062,rate_100,0,0,255
61073,rate_100,255,0,0
61083,rate_100,0,0,255
61095,rate_100,255,0,0
61105,rate_100,0,0,255
61117,rate_100,255,0,0
61128,rate_100,0,0,255
61140,rate_100,255,0,0
61150,rate_100,0,0,255
61162,rate_100,255,0,0
61172,rate_100,0,0,255
61184,rate_100,255,0,0
61195,rate_100,0,0,255
61205,rate_100,255,0,0
61217,rate_100,0,0,255
61227,rate_100,255,0,0
61238,rate_100,0,0,255
61250,rate_100,255,0,0
61260,rate_100,0,0,255
61272,rate_100,255,0,0
61283,rate_100,0,0,255
61294,rate_100,255,0,0
61304,rate_100,0,0,255
61315,rate_100,255,0,0
61326,rate_100,0,0,255
61338,rate_100,255,0,0
61348,rate_100,0,0,255
61360,rate_100,255,0,0
61371,rate_100,0,0,255
61382,rate_100,255,0,0
61393,rate_100,0,0,255
61403,rate_100,255,0,0
61415,rate_100,0,0,255
61425,rate_100,255,0,0
61437,rate_100,0,0,255
61447,rate_100,255,0,0
61458,rate_100,0,0,255
61469,rate_100,255,0,0
61481,rate_100,0,0,255
61493,rate_100,255,0,0
61503,rate_100,0,0,255
61515,rate_100,255,0,0
61525,rate_100,0,0,255
61537,rate_100,255,0,0
61547,rate_100,0,0,255
61559,rate_100,255,0,0
61569,rate_100,0,0,255
61581,rate_100,255,0,0
61605,rate_100,0,0,255
61615,rate_100,255,0,0
61626,rate_100,0,0,255
61637,rate_100,255,0,0
61647,rate_100,0,0,255
61658,rate_100,255,0,0
61670,rate_100,0,0,255
61681,end_black,0,0,0
