elapsed_ms,label,r,g,b
22422,rate_15,255,0,0
22496,rate_15,0,0,255
22571,rate_15,255,0,0
22645,rate_15,0,0,255
22719,rate_15,255,0,0
22793,rate_15,0,0,255
22867,rate_15,255,0,0
22942,rate_15,0,0,255
23017,rate_15,255,0,0
23092,rate_15,0,0,255
23167,rate_15,255,0,0
23242,rate_15,0,0,255
23317,rate_15,255,0,0
23390,rate_15,0,0,255
23465,rate_15,255,0,0
23543,rate_15,0,0,255
23618,rate_15,255,0,0
23693,rate_15,0,0,255
23768,rate_15,255,0,0
23845,rate_15,0,0,255
23919,rate_15,255,0,0
23993,rate_15,0,0,255
24067,rate_15,255,0,0
24142,rate_15,0,0,255
24216,rate_20_marker,0,0,0
24929,rate_20,255,0,0
24988,rate_20,0,0,255
25046,rate_20,255,0,0
25106,rate_20,0,0,255
25165,rate_20,255,0,0
25225,rate_20,0,0,255
25283,rate_20,255,0,0
25341,rate_20,0,0,255
25400,rate_20,255,0,0
25459,rate_20,0,0,255
25518,rate_20,255,0,0
25576,rate_20,0,0,255
25636,rate_20,255,0,0
25695,rate_20,0,0,255
25759,rate_20,255,0,0
25820,rate_20,0,0,255
25878,rate_20,255,0,0
25937,rate_20,0,0,255
25996,rate_20,255,0,0
26053,rate_20,0,0,255
26113,rate_20,255,0,0
26171,rate_20,0,0,255
26228,rate_20,255,0,0
26286,rate_20,0,0,255
26344,rate_20,255,0,0
26402,rate_20,0,0,255
26461,rate_20,255,0,0
26522,rate_20,0,0,255
26585,rate_20,255,0,0
26643,rate_20,0,0,255
26701,rate_20,255,0,0
26759,rate_20,0,0,255
26817,rate_20,255,0,0
26875,rate_20,0,0,255
26932,rate_20,255,0,0
26990,rate_20,0,0,255
27050,rate_20,255,0,0
27108,rate_20,0,0,255
27165,rate_20,255,0,0
27224,rate_20,0,0,255
27283,rate_20,255,0,0
27342,rate_20,0,0,255
27400,rate_20,255,0,0
27459,rate_20,0,0,255
27520,rate_20,255,0,0
27581,rate_20,0,0,255
27639,rate_20,255,0,0
27697,rate_20,0,0,255
27755,rate_20,255,0,0
27813,rate_20,0,0,255
27871,rate_20,255,0,0
27930,rate_20,0,0,255
27987,rate_20,255,0,0
28047,rate_20,0,0,255
28105,rate_20,255,0,0
28165,rate_20,0,0,255
28223,rate_20,255,0,0
28280,rate_20,0,0,255
28337,rate_20,255,0,0
28395,rate_20,0,0,255
28453,rate_20,255,0,0
28512,rate_20,0,0,255
28572,rate_20,255,0,0
28631,rate_20,0,0,255
28690,rate_20,255,0,0
28747,rate_20,0,0,255
28806,rate_20,255,0,0
28863,rate_20,0,0,255
28922,rate_20,255,0,0
28980,rate_20,0,0,255
29038,rate_20,255,0,0
29096,rate_20,0,0,255
29154,rate_20,255,0,0
29213,rate_20,0,0,255
29271,rate_20,255,0,0
29330,rate_20,0,0,255
29388,rate_20,255,0,0
29448,rate_20,0,0,255
29509,rate_20,255,0,0
29567,rate_20,0,0,255
29626,rate_30_marker,0,0,0
30340,rate_30,255,0,0
30382,rate_30,0,0,255
30428,rate_30,255,0,0
30470,rate_30,0,0,255
30511,rate_30,255,0,0
30554,rate_30,0,0,255
30595,rate_30,255,0,0
30635,rate_30,0,0,255
30676,rate_30,255,0,0
30717,rate_30,0,0,255
30761,rate_30,255,0,0
30803,rate_30,0,0,255
30843,rate_30,255,0,0
30884,rate_30,0,0,255
30926,rate_30,255,0,0
30968,rate_30,0,0,255
31011,rate_30,255,0,0
31055,rate_30,0,0,255
31095,rate_30,255,0,0
31136,rate_30,0,0,255
31178,rate_30,255,0,0
31221,rate_30,0,0,255
31263,rate_30,255,0,0
31303,rate_30,0,0,255
31345,rate_30,255,0,0
31385,rate_30,0,0,255
31429,rate_30,255,0,0
31470,rate_30,0,0,255
31512,rate_30,255,0,0
31561,rate_30,0,0,255
31604,rate_30,255,0,0
31646,rate_30,0,0,255
31692,rate_30,255,0,0
31736,rate_30,0,0,255
31780,rate_30,255,0,0
31821,rate_30,0,0,255
31862,rate_30,255,0,0
31903,rate_30,0,0,255
31944,rate_30,255,0,0
31984,rate_30,0,0,255
32025,rate_30,255,0,0
32066,rate_30,0,0,255
32106,rate_30,255,0,0
32147,rate_30,0,0,255
32188,rate_30,255,0,0
32230,rate_30,0,0,255
32272,rate_30,255,0,0
32313,rate_30,0,0,255
32354,rate_30,255,0,0
32393,rate_30,0,0,255
32436,rate_30,255,0,0
32479,rate_30,0,0,255
32521,rate_30,255,0,0
32565,rate_30,0,0,255
32607,rate_30,255,0,0
32647,rate_30,0,0,255
32687,rate_30,255,0,0
32727,rate_30,0,0,255
32769,rate_30,255,0,0
32810,rate_30,0,0,255
32851,rate_30,255,0,0
32892,rate_30,0,0,255
32932,rate_30,255,0,0
32973,rate_30,0,0,255
33014,rate_30,255,0,0
33056,rate_30,0,0,255
33097,rate_30,255,0,0
33137,rate_30,0,0,255
33180,rate_30,255,0,0
33221,rate_30,0,0,255
33262,rate_30,255,0,0
33306,rate_30,0,0,255
33346,rate_30,255,0,0
33387,rate_30,0,0,255
33433,rate_30,255,0,0
33476,rate_30,0,0,255
33520,rate_30,255,0,0
33565,rate_30,0,0,255
33609,rate_30,255,0,0
33647,rate_30,0,0,255
33687,rate_30,255,0,0
33729,rate_30,0,0,255
33770,rate_30,255,0,0
33812,rate_30,0,0,255
33853,rate_30,255,0,0
33893,rate_30,0,0,255
33933,rate_30,255,0,0
33974,rate_30,0,0,255
34016,rate_30,255,0,0
34060,rate_30,0,0,255
34105,rate_30,255,0,0
34146,rate_30,0,0,255
34187,rate_30,255,0,0
34227,rate_30,0,0,255
34270,rate_30,255,0,0
34310,rate_30,0,0,255
34351,rate_30,255,0,0
34395,rate_30,0,0,255
34435,rate_30,255,0,0
34477,rate_30,0,0,255
34518,rate_30,255,0,0
34560,rate_30,0,0,255
34605,rate_30,255,0,0
34649,rate_30,0,0,255
34692,rate_30,255,0,0
34735,rate_30,0,0,255
34778,rate_30,255,0,0
34821,rate_30,0,0,255
34864,rate_30,255,0,0
34910,rate_30,0,0,255
34951,rate_30,255,0,0
34993,rate_30,0,0,255
35033,rate_30,255,0,0
35076,rate_30,0,0,255
35120,rate_30,255,0,0
35163,rate_30,0,0,255
35203,rate_30,255,0,0
35245,rate_30,0,0,255
35285,rate_30,255,0,0
35327,rate_30,0,0,255
35367,rate_40_marker,0,0,0
36081,rate_40,255,0,0
36114,rate_40,0,0,255
36148,rate_40,255,0,0
36181,rate_40,0,0,255
36214,rate_40,255,0,0
36248,rate_40,0,0,255
36282,rate_40,255,0,0
36315,rate_40,0,0,255
36348,rate_40,255,0,0
36381,rate_40,0,0,255
36414,rate_40,255,0,0
36447,rate_40,0,0,255
36481,rate_40,255,0,0
36513,rate_40,0,0,255
36547,rate_40,255,0,0
36583,rate_40,0,0,255
36618,rate_40,255,0,0
36650,rate_40,0,0,255
36685,rate_40,255,0,0
36717,rate_40,0,0,255
36749,rate_40,255,0,0
36784,rate_40,0,0,255
36819,rate_40,255,0,0
36851,rate_40,0,0,255
36885,rate_40,255,0,0
36919,rate_40,0,0,255
36951,rate_40,255,0,0
36984,rate_40,0,0,255
37017,rate_40,255,0,0
37051,rate_40,0,0,255
37084,rate_40,255,0,0
37117,rate_40,0,0,255
37148,rate_40,255,0,0
37182,rate_40,0,0,255
37215,rate_40,255,0,0
37248,rate_40,0,0,255
37281,rate_40,255,0,0
37313,rate_40,0,0,255
37348,rate_40,255,0,0
37381,rate_40,0,0,255
37415,rate_40,255,0,0
37450,rate_40,0,0,255
37488,rate_40,255,0,0
37522,rate_40,0,0,255
37556,rate_40,255,0,0
37594,rate_40,0,0,255
37628,rate_40,255,0,0
37666,rate_40,0,0,255
37698,rate_40,255,0,0
37730,rate_40,0,0,255
37773,rate_40,255,0,0
37806,rate_40,0,0,255
37838,rate_40,255,0,0
37871,rate_40,0,0,255
37903,rate_40,255,0,0
37936,rate_40,0,0,255
37969,rate_40,255,0,0
38003,rate_40,0,0,255
38035,rate_40,255,0,0
38069,rate_40,0,0,255
38106,rate_40,255,0,0
38139,rate_40,0,0,255
38173,rate_40,255,0,0
38207,rate_40,0,0,255
38238,rate_40,255,0,0
38270,rate_40,0,0,255
38302,rate_40,255,0,0
38335,rate_40,0,0,255
38368,rate_40,255,0,0
38401,rate_40,0,0,255
38433,rate_40,255,0,0
38467,rate_40,0,0,255
38499,rate_40,255,0,0
38531,rate_40,0,0,255
38569,rate_40,255,0,0
38603,rate_40,0,0,255
38636,rate_40,255,0,0
38671,rate_40,0,0,255
38705,rate_40,255,0,0
38737,rate_40,0,0,255
38772,rate_40,255,0,0
38807,rate_40,0,0,255
38839,rate_40,255,0,0
38873,rate_40,0,0,255
38906,rate_40,255,0,0
38939,rate_40,0,0,255
38972,rate_40,255,0,0
39007,rate_40,0,0,255
39040,rate_40,255,0,0
39073,rate_40,0,0,255
39106,rate_40,255,0,0
39140,rate_40,0,0,255
39173,rate_40,255,0,0
39207,rate_40,0,0,255
39240,rate_40,255,0,0
39272,rate_40,0,0,255
39306,rate_40,255,0,0
39340,rate_40,0,0,255
39374,rate_40,255,0,0
39408,rate_40,0,0,255
39440,rate_40,255,0,0
39474,rate_40,0,0,255
39507,rate_40,255,0,0
39540,rate_40,0,0,255
39579,rate_40,255,0,0
39612,rate_40,0,0,255
39647,rate_40,255,0,0
39681,rate_40,0,0,255
39714,rate_40,255,0,0
39746,rate_40,0,0,255
39779,rate_40,255,0,0
39812,rate_40,0,0,255
39844,rate_40,255,0,0
39876,rate_40,0,0,255
39908,rate_40,255,0,0
39941,rate_40,0,0,255
39975,rate_40,255,0,0
40009,rate_40,0,0,255
40042,rate_40,255,0,0
40076,rate_40,0,0,255
40109,rate_40,255,0,0
40141,rate_40,0,0,255
40175,rate_40,255,0,0
40208,rate_40,0,0,255
40241,rate_40,255,0,0
40274,rate_40,0,0,255
40307,rate_40,255,0,0
40339,rate_40,0,0,255
40371,rate_40,255,0,0
40404,rate_40,0,0,255
40444,rate_40,255,0,0
40478,rate_40,0,0,255
40512,rate_40,255,0,0
40551,rate_40,0,0,255
40584,rate_40,255,0,0
40617,rate_40,0,0,255
40648,rate_40,255,0,0
40683,rate_40,0,0,255
40716,rate_40,255,0,0
40750,rate_40,0,0,255
40783,rate_40,255,0,0
40816,rate_40,0,0,255
40848,rate_40,255,0,0
40880,rate_40,0,0,255
40914,rate_40,255,0,0
40945,rate_40,0,0,255
40981,rate_40,255,0,0
41014,rate_40,0,0,255
41046,rate_40,255,0,0
41085,rate_40,0,0,255
41124,rate_40,255,0,0
41157,rate_40,0,0,255
41192,rate_40,255,0,0
41225,rate_40,0,0,255
41258,rate_40,255,0,0
41292,rate_40,0,0,255
41325,rate_40,255,0,0
41360,rate_40,0,0,255
41395,rate_40,255,0,0
41440,rate_40,0,0,255
41475,rate_50_marker,0,0,0
42187,rate_50,255,0,0
42216,rate_50,0,0,255
42244,rate_50,255,0,0
42272,rate_50,0,0,255
42301,rate_50,255,0,0
42327,rate_50,0,0,255
42360,rate_50,255,0,0
42394,rate_50,0,0,255
42422,rate_50,255,0,0
42453,rate_50,0,0,255
42483,rate_50,255,0,0
42512,rate_50,0,0,255
42541,rate_50,255,0,0
42569,rate_50,0,0,255
42597,rate_50,255,0,0
42624,rate_50,0,0,255
42653,rate_50,255,0,0
42682,rate_50,0,0,255
42711,rate_50,255,0,0
42739,rate_50,0,0,255
42779,rate_50,255,0,0
42807,rate_50,0,0,255
42836,rate_50,255,0,0
42864,rate_50,0,0,255
42895,rate_50,255,0,0
42926,rate_50,0,0,255
42955,rate_50,255,0,0
42985,rate_50,0,0,255
43013,rate_50,255,0,0
43048,rate_50,0,0,255
43077,rate_50,255,0,0
43105,rate_50,0,0,255
43132,rate_50,255,0,0
43162,rate_50,0,0,255
43189,rate_50,255,0,0
43217,rate_50,0,0,255
43245,rate_50,255,0,0
43274,rate_50,0,0,255
43302,rate_50,255,0,0
43330,rate_50,0,0,255
43356,rate_50,255,0,0
43385,rate_50,0,0,255
43412,rate_50,255,0,0
43445,rate_50,0,0,255
43473,rate_50,255,0,0
43503,rate_50,0,0,255
43530,rate_50,255,0,0
43563,rate_50,0,0,255
43592,rate_50,255,0,0
43619,rate_50,0,0,255
43650,rate_50,255,0,0
43680,rate_50,0,0,255
43708,rate_50,255,0,0
43736,rate_50,0,0,255
43779,rate_50,255,0,0
43808,rate_50,0,0,255
43835,rate_50,255,0,0
43864,rate_50,0,0,255
43892,rate_50,255,0,0
43920,rate_50,0,0,255
43947,rate_50,255,0,0
43976,rate_50,0,0,255
44007,rate_50,255,0,0
44035,rate_50,0,0,255
44062,rate_50,255,0,0
44090,rate_50,0,0,255
44123,rate_50,255,0,0
44154,rate_50,0,0,255
44183,rate_50,255,0,0
44211,rate_50,0,0,255
44239,rate_50,255,0,0
44266,rate_50,0,0,255
44293,rate_50,255,0,0
44326,rate_50,0,0,255
44353,rate_50,255,0,0
44382,rate_50,0,0,255
44410,rate_50,255,0,0
44439,rate_50,0,0,255
44466,rate_50,255,0,0
44494,rate_50,0,0,255
44522,rate_50,255,0,0
44549,rate_50,0,0,255
44578,rate_50,255,0,0
44605,rate_50,0,0,255
44633,rate_50,255,0,0
44660,rate_50,0,0,255
44688,rate_50,255,0,0
44717,rate_50,0,0,255
44745,rate_50,255,0,0
44775,rate_50,0,0,255
44804,rate_50,255,0,0
44830,rate_50,0,0,255
44859,rate_50,255,0,0
44886,rate_50,0,0,255
44912,rate_50,255,0,0
44942,rate_50,0,0,255
44970,rate_50,255,0,0
44998,rate_50,0,0,255
45025,rate_50,255,0,0
45060,rate_50,0,0,255
45088,rate_50,255,0,0
45117,rate_50,0,0,255
45145,rate_50,255,0,0
45174,rate_50,0,0,255
45204,rate_50,255,0,0
45231,rate_50,0,0,255
45259,rate_50,255,0,0
45286,rate_50,0,0,255
45313,rate_50,255,0,0
45343,rate_50,0,0,255
45371,rate_50,255,0,0
45400,rate_50,0,0,255
45428,rate_50,255,0,0
45456,rate_50,0,0,255
45484,rate_50,255,0,0
45513,rate_50,0,0,255
45539,rate_50,255,0,0
45571,rate_50,0,0,255
45600,rate_50,255,0,0
45628,rate_50,0,0,255
45655,rate_50,255,0,0
45682,rate_50,0,0,255
45711,rate_50,255,0,0
45740,rate_50,0,0,255
45768,rate_50,255,0,0
45799,rate_50,0,0,255
45828,rate_50,255,0,0
